screen_name,text,date,favorite_count,retweet_count,location
ChhetriVivek,"RT gizbot ""Moto G8 Plus: Top 5 Features You Should Know #MotoG8Plus motorolaindia
https://t.co/HxAQ2qxQYd""",2019-11-14 09:44:13,0,0,India
gizbot,"Moto G8 Plus: Top 5 Features You Should Know #MotoG8Plus @motorolaindia
https://t.co/0yMkvhsPxZ",2019-11-14 09:30:00,2,1,
iammarting1,"RT @motorolaindia: The all-new #motog8plus is going on sale tomorrow at 12 PM. 🕛
Make sure you #DontMissAThing with the class-leading 48MP…",2019-11-13 23:53:23,0,30,"Buenos Aires, Argentina"
iammarting1,"RT @motorolaindia: Capture it all in one frame so you #DontMissAThing with the all-new #motog8plus.
With an ultra-wide action cam, you can…",2019-11-13 23:53:07,0,21,"Buenos Aires, Argentina"
iammarting1,RT @motorolaindia: #DontMissAThing when it comes to entertainment! Lose yourself in your music and bring your movies to life with stereo sp…,2019-11-13 23:52:44,0,22,"Buenos Aires, Argentina"
iammarting1,RT @motorolaindia: Get sharper photos &amp; videos in any light with the 48 MP Quad Pixel camera system with Night Vision mode. #DontMissAThing…,2019-11-13 23:52:31,0,16,"Buenos Aires, Argentina"
PCWorldMexico,"#motog8plus y el #motog8play: Precios en México con AT&amp;T

---&gt;https://t.co/ykCfvlEldo https://t.co/TRfmVdT8X4",2019-11-13 22:44:12,0,0,México
RandomAccessOk,#Mobile #Smartphones @motorola_AR anunció la llegada a nuestro país de: #MotoG8Play  #MotoG8Plus #MotoE6Play y… https://t.co/lZ4v0bKnhm,2019-11-13 20:30:00,0,1,Argentina
marceformulauno,"RT @motorola_AR: ¡Se agrandó la familia #motog8! Llegaron los nuevos #motog8plus y #motog8play, con sistema de triple cámara ⚡ https://t.co…",2019-11-13 19:46:06,0,11,argentina
gamingcoffeeok,"Motorola presento la nueva familia g8, el moto e6 play y el motorola one macro

#Presentación #Evento #Motorola… https://t.co/X3PaQK5dwX",2019-11-13 19:01:55,0,0,"Buenos Aires, Argentina"
VitoAballay,@MotorolaCL ¡Hola! ¿Va a llegar el #MotoG8Plus a Chile? ¿Y aprox. cuándo sería?,2019-11-13 17:16:41,0,0,"Valparaíso, Chile"
maxipace_,"#MotoG8Plus
@rvf400_nc35_v4 https://t.co/aLW1gTij8Z",2019-11-13 16:37:13,2,0,"La Plata, Argentina"
iammarting1,"RT @FuriousGamingLA: Estamos en el evento de @motorola_AR viviendo la experiencia de los nuevos equipos:

#motoe6play
#motog8plus
#motog8pl…",2019-11-13 15:54:07,0,8,"Buenos Aires, Argentina"
iammarting1,"RT @motorola_AR: ¡Se agrandó la familia #motog8! Llegaron los nuevos #motog8plus y #motog8play, con sistema de triple cámara ⚡ https://t.co…",2019-11-13 15:53:54,0,11,"Buenos Aires, Argentina"
Ravikir53063068,"RT @motorolaindia: The all-new #motog8plus is going on sale tomorrow at 12 PM. 🕛
Make sure you #DontMissAThing with the class-leading 48MP…",2019-11-13 13:40:31,0,30,
RadioABCMundial,"RT @ABCMundial: Motorola presentó en Argentina sus nuevos #smartphone smartphone Moto G8 Plus, Moto G8 Play, Moto One Macro y Moto E6 Play.…",2019-11-13 12:03:54,0,1, Bs.As/Barcelona/NYC
ABCMundial,"Motorola presentó en Argentina sus nuevos #smartphone smartphone Moto G8 Plus, Moto G8 Play, Moto One Macro y Moto… https://t.co/P6djM0jDQr",2019-11-13 10:43:18,1,1,Buenos Aires/Barcelona/NYC
